stock,0_Absolute energy,0_Average power,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Peak to peak distance,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance
IR,14569425.048693504,415319.98428430746,701.0,2807.0,49.81999969482422,75.18000030517578,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9513785900270613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.479999542236328,-0.4207387837171068,95.30999755859375,62.75824398367994,11.841544343881338,58.77000045776367,8.710002899169922,39.5099983215332,55.79999923706055,64.43614092899179,0.70756363928047,14.608869562898809,213.41906990579122
ITW,188128243.81248346,5362834.772305686,701.0,2807.0,208.77999877929688,251.1300048828125,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9750205677257963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.350006103515625,-0.5070099413609226,270.1600036621094,230.41624271091692,18.247246829618174,233.14999389648438,15.529998779296875,174.16639709472656,95.99360656738281,231.54495165595029,-0.534026686995711,22.83461697380081,521.419732340192
LMT,706413407.1945127,20137212.291747797,701.0,2807.0,426.8399963378906,468.3900146484375,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9780650613901152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.360015869140625,-0.4266835909289748,505.20001220703125,448.0454533017915,18.943955752672004,450.010009765625,16.1500244140625,384.7799987792969,120.42001342773438,448.68110679258893,-0.24335026742324495,23.874827082406235,570.0073682147982
MMM,31171055.788668126,888570.5755036524,701.0,2807.0,82.75083923339844,105.04180908203125,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9649499032803182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.001670837402344,-0.1389112872716476,127.38294219970703,93.3560860612923,10.491045805902772,90.46405029296875,7.780097961425781,71.47993469238281,55.90300750732422,94.25058882305903,0.7403826894300154,12.954330890089324,167.81468880992247
NOC,773692343.9149985,22055083.92003987,701.0,2807.0,447.5150146484375,483.80999755859375,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9773692374387462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72998046875,0.8947830602622449,553.14501953125,468.78391978801164,20.0260289863845,464.75,13.8599853515625,417.489990234375,135.655029296875,469.56148297817754,1.0221531011352571,27.01153170133793,729.622844852384
PH,509099109.0804681,14512517.362613117,701.0,2807.0,286.32000732421875,454.0450134277344,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.992522203249061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76498413085938,-0.7042002146906405,568.2999877929688,369.50688435773833,77.6502416562676,350.8399963378906,61.54998779296875,234.75,333.54998779296875,380.89869472067875,0.6028669068871326,92.45797992685017,8548.47805215383
ROP,769945340.8877668,21948270.83488503,701.0,2807.0,422.7099914550781,528.0,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9879052828634999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.47000122070312,-1.1032844787428617,561.9949951171875,465.34524955325537,46.827076300115415,454.25799560546875,39.36798095703125,358.80999755859375,203.18499755859375,468.42305648059613,0.12407263772829542,53.60931412396785,2873.9585608422585
RTX,29760590.879412327,848363.4800288577,701.0,2807.0,84.80999755859375,98.61000061035156,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9373606037095877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.069999694824219,-0.14581923905486516,107.62999725341797,91.75225532860048,6.5451112623493115,93.76000213623047,5.2299957275390625,68.81999969482422,38.80999755859375,92.0935237762114,-0.7327277188750192,7.920906743228265,62.740763634919006
TXT,19014589.994293436,542035.0625511243,701.0,2807.0,64.70999908447266,79.2249984741211,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9345666423324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.319999694824219,-0.1724149310432428,97.08999633789062,73.01840516202094,7.647537598331701,70.83999633789062,6.2050018310546875,57.454200744628906,39.63579559326172,73.61253918992634,0.7180941518898415,9.333725600390997,87.11843358339426
UPS,102629310.62029187,2925578.9800539305,701.0,2807.0,153.50999450683594,184.72459411621094,0.00028498147620404675,0.0005699629524080935,0.0008549444286121402,0.001139925904816187,0.0014249073810202336,0.0017098888572242804,0.001994870333428327,0.002279851809632374,0.002564833285836421,0.002849814762040467,0.9697735412595636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.089996337890625,-0.9086982713773342,208.42999267578125,170.2325907392222,13.993087037990286,171.95640563964844,13.093597412109375,134.08999633789062,74.33999633789062,171.01886574987694,-0.04032247180346585,16.38039964673973,268.31749258691104
